gene,t_stat,p_value,fdr,mean_ALL,mean_AML,log2FC,cohen_d,abs_cohen_d
ZNF33B gene,0.6353481014624428,0.5281006289253084,0.7222001503181514,242.27659574468086,219.36,0.009998067137498476,0.15847605232991152,0.15847605232991152
PROTO-ONCOGENE TYROSINE-PROTEIN KINASE SRC,0.6670262035039389,0.5074400924618518,0.7054485996802928,13.851063829787234,2.4,0.005356595186054055,0.15840305974235366,0.15840305974235366
Actin-like peptide mRNA; partial cds,0.5777536580192147,0.5667622162188941,0.7524636964744981,-31.319148936170212,-38.04,0.003188135772659858,0.15817638881235035,0.15817638881235035
GB DEF = 3-7 gene product; partial cds,0.7008739501139534,0.48590238509300754,0.6863672946993175,340.4468085106383,304.64,0.015200271644134119,0.1581603506260246,0.1581603506260246
Skeletal muscle 1.3 kb mRNA for tropomyosin,-0.5496199693657335,0.586125341626378,0.7646644523991247,64.04255319148936,74.96,-0.005007329769695243,-0.15814224126782225,0.15814224126782225
RNA-binding protein CUG-BP/hNab50 (NAB50) mRNA,0.650654872633249,0.5180398455027533,0.7140576292709064,36.276595744680854,28.56,0.0035814678278291074,0.1580414506765107,0.1580414506765107
TCRG T cell receptor gamma chain,-0.46752949620695816,0.6441323204353196,0.8031025078081617,66.68085106382979,169.28,-0.04634718865376243,-0.1577812478583805,0.1577812478583805
PDGFRA Platelet-derived growth factor receptor; alpha polypeptide,0.7145449687378089,0.47736393077448414,0.6800814273563744,-45.361702127659576,-52.2,0.003258958845362478,0.15755762039274504,0.15755762039274504
SERUM AMYLOID A PROTEIN PRECURSOR,0.5997457043617669,0.5517910302471281,0.7404313352281084,-35.46808510638298,-40.36,0.0023230227780716628,0.1573831084665225,0.1573831084665225
CCND1 Cyclin D1 (PRAD1; parathyroid adenomatosis 1),0.687527814003783,0.49429115353065967,0.6939349416148233,418.74468085106383,377.24,0.0172364540921011,0.15737516927739043,0.15737516927739043
Axin (AXIN) mRNA; partial cds,-0.5759408615565718,0.5679538106723474,0.7524636964744981,114.61702127659575,173.04,-0.026178056999067372,-0.15728660200546388,0.15728660200546388
Stat2 gene,0.5098226586328581,0.6139433441137353,0.7846171671760362,56.93617021276596,48.76,0.00376999029977677,0.1571689545318042,0.1571689545318042
GB DEF = Potassium channel KCNO1 mRNA,-0.6480802270761898,0.5196764556661788,0.7146553727708698,-11.680851063829786,-5.08,-0.003104367585397167,-0.15711549565637634,0.15711549565637634
ANTITHROMBIN-III PRECURSOR,-0.8183239957752414,0.4164500399604546,0.6285988428706502,-7.382978723404255,36.6,-0.02053158658843975,-0.15711342163067246,0.15711342163067246
Salivary peroxidase mRNA,-0.6329739687126844,0.5295845184655534,0.723396825472491,13.340425531914894,27.72,-0.006699556158583322,-0.15683798874613286,0.15683798874613286
FDXR gene (adrenodoxin reductase) extracted from Human adrenodoxin reductase gene,-0.7021916176804794,0.4850344862622352,0.6859374831508579,471.63829787234044,523.64,-0.02099370375710105,-0.15676657639701552,0.15676657639701552
Gamma-sarcoglycan mRNA,0.5769947285989369,0.5672014237666478,0.7524636964744981,94.04255319148936,81.84,0.005564131333938787,0.15668704721801044,0.15668704721801044
TCN2 Transcobalamin II,-0.6242673990581934,0.53533813693919,0.7274044790593823,114.36170212765957,126.28,-0.005379462813981469,-0.15661603172686495,0.15661603172686495
Bcl2; p53 binding protein Bbp/53BP2 (BBP/53BP2) mRNA,0.6335754065377549,0.5291738588566892,0.7231313143130177,14.680851063829786,4.0,0.0049943358347514675,0.15656378514192607,0.15656378514192607
Protein Kinase Pitslre; Alpha; Alt. Splice 2-1,0.6179751332093407,0.5395192436843428,0.7299739396898235,57.57446808510638,45.4,0.005616031528054346,0.15650369454474705,0.15650369454474705
Small Nuclear Ribonucleoprotein U1; 1snrp,0.5307524793198513,0.5991802533006119,0.7741130891228818,275.1489361702128,218.44,0.024622554203205377,0.1563562004212514,0.1563562004212514
PrP gene; exon 2,0.6187776459249488,0.538965051732455,0.7296395468668195,28.404255319148938,18.0,0.004843240624639706,0.15613041559397867,0.15613041559397867
GB DEF = Guanylyl cyclase (RetGC-2) mRNA,-0.639464828438032,0.525266316354621,0.7195613561166626,6.574468085106383,13.04,-0.0030228052294819533,-0.15596542692808227,0.15596542692808227
Globin; Beta,-0.5814112684229662,0.5641452442497449,0.7497746916958299,26.53191489361702,47.0,-0.00948651831937338,-0.15590833070440738,0.15590833070440738
GB DEF = PreC gene; ORF X,0.574180256382062,0.5690779568879254,0.7525637206714252,-116.53191489361703,-127.4,0.005307775721379947,0.15577654642459057,0.15577654642459057
MCM3 Minichromosome maintenance deficient (S. cerevisiae) 3,0.5758006611153105,0.5679673870278459,0.7524636964744981,-85.25531914893617,-91.32,0.002928490762932662,0.1557415059835908,0.1557415059835908
COL15A1 Collagen; type XV; alpha 1,0.6510360426134522,0.5176783477908147,0.7138159093937438,-43.38297872340426,-50.44,0.0033611213957721324,0.15562093065333701,0.15562093065333701
Clone 23907 mRNA sequence,0.6393748883839233,0.5253064216563708,0.7195613561166626,740.1276595744681,696.68,0.01651969866566687,0.1555707277329828,0.1555707277329828
RSN Restin (Reed-Steinberg cell-expressed intermediate filament-associated protein),-0.644817695961458,0.5217242621543616,0.7170565384419595,144.2340425531915,179.04,-0.01550972684537121,-0.155297375826636,0.155297375826636
GB DEF = Somatotropin receptor 5' upstream region,0.6836324080618832,0.4966879921333719,0.6966139476527263,1790.127659574468,1659.6,0.039226942325477215,0.15524437269757727,0.15524437269757727
GB DEF = BMAL1d; partial cds,0.6619545868290182,0.510566605234511,0.7075873500615919,103.91489361702128,90.32,0.006181087190116834,0.15499981277788172,0.15499981277788172
DEAD-box protein p72 (P72) mRNA,-0.5997299071572645,0.551666785811366,0.7404313352281084,495.40425531914894,538.68,-0.01737648900013879,-0.15483451785068952,0.15483451785068952
ALDH2 Aldehyde dehydrogenase 2; mitochondrial,0.5793822070522708,0.5654690853790987,0.751114050618147,59.53191489361702,45.76,0.006350576470332012,0.1547780226791979,0.1547780226791979
PTPN6 Protein tyrosine phosphatase; non-receptor type 6,0.62372904410421,0.5355884599201672,0.7274166757041097,14272.893617021276,13197.44,0.09232441062588688,0.15449448812802768,0.15449448812802768
Proto-Oncogene Trk,0.6183839679217397,0.5391426622175979,0.729741416166557,893.6170212765958,837.08,0.02069522110832677,0.15447133028104493,0.15447133028104493
Putative ubiquitin C-terminal hydrolase (UHX1) mRNA,0.5555357127267729,0.5818369800752268,0.7623443909127535,51.02127659574468,39.36,0.0053901499246111996,0.15446778921384313,0.15446778921384313
HSPA6 Heat shock 70kD protein 6 (HSP70B'),0.6651792547166311,0.5084577008203923,0.70585418322964,-577.6382978723404,-629.44,0.03022769509750142,0.15429885527652776,0.15429885527652776
S100A3 S100 calcium-binding protein A3 (formerly S100E),0.7302271589261692,0.4676894428173747,0.6718029493945323,7920.617021276596,7526.24,0.05269066001192302,0.15411082100668694,0.15411082100668694
Adrenergic Receptor; Alpha 1b,0.6197900747164677,0.5381821778970003,0.7287180904516078,22.4468085106383,13.56,0.004143810366494222,0.15399476470421478,0.15399476470421478
GB DEF = Thyroid receptor interactor (TRIP10) mRNA; 3' end of cds,-0.6589105061362548,0.5124929582843362,0.709843073559167,601.6808510638298,651.2,-0.019295947371584413,-0.15397800178085652,0.15397800178085652
MEST Mesoderm specific transcript (mouse) homolog,-0.6039026591919059,0.548807374138498,0.738337001365041,28.893617021276597,37.56,-0.004021242775792707,-0.153890952665181,0.153890952665181
Ornithine decarboxylase antizyme; ORF 1 and ORF 2,-0.575593939506061,0.5680086369338331,0.7524636964744981,185.9787234042553,202.68,-0.007367729248375757,-0.15386104268747455,0.15386104268747455
Ankyrin motif,-0.575593939506061,0.5680086369338331,0.7524636964744981,185.9787234042553,202.68,-0.007367729248375757,-0.15386104268747455,0.15386104268747455
ATP5A1 ATP synthase; H+ transporting; mitochondrial F1 complex; alpha subunit; isoform 1; cardiac muscle,-0.5440699042078985,0.5897435940738431,0.7667849867139207,142.36170212765958,153.16,-0.004832450692663931,-0.1535831332139859,0.1535831332139859
Mucin (Gb:M22406),-0.6639920209852301,0.5091812342985522,0.7064914401156829,230.6595744680851,267.36,-0.015924181540838966,-0.15323083230841367,0.15323083230841367
STS Steroid sulfatase (microsomal),0.570615765132356,0.571378678811214,0.7544856553898519,511.72340425531917,476.32,0.014307121525873056,0.1531128401373453,0.1531128401373453
Ribosomal Protein L10,-0.6296368665634287,0.5316016971134175,0.7248807823192124,1818.2553191489362,1940.16,-0.035494001777489965,-0.15300585494118646,0.15300585494118646
Mac25,-0.5761894465133898,0.5675541572265168,0.7524636964744981,71.42553191489361,103.32,-0.014545987509872241,-0.1529727982345363,0.1529727982345363
ACTG1 Actin; gamma 1,0.5514120091100941,0.5846083562475684,0.7644301121953255,18.46808510638298,12.0,0.0030186901352844747,0.15288210075008687,0.15288210075008687
(clone Zap2) mRNA fragment,0.5564860176644735,0.5810849307922743,0.7617790495803832,-96.12765957446808,-122.04,0.012600235570219784,0.15266887123238532,0.15266887123238532
VDAC1 Voltage-dependent anion channel 1,-0.6328465938964446,0.5294649535520537,0.7233721069131067,265.59574468085106,286.0,-0.008782513144474252,-0.1526349524778079,0.1526349524778079
Adenylosuccinate synthetase mRNA,0.5872815035222215,0.559973599354179,0.746736212083042,47.5531914893617,38.36,0.004252377667124189,0.15258045560605082,0.15258045560605082
ADD3 Adducin 3 (gamma),0.5579369595061314,0.5800771801092132,0.7614380808319979,43.723404255319146,23.0,0.009615369996802046,0.15257135101926614,0.15257135101926614
PCBD 6-pyruvoyl-tetrahydropterin synthase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1),0.7166809264653551,0.47596328428147483,0.6786284507285267,1363.7659574468084,1248.68,0.03789024077012442,0.15249900523614204,0.15249900523614204
KLK1 Kallikrein 1 (renal/pancreas/salivary) {alternative products},0.5710725154650088,0.5710284375881973,0.7542823293619156,916.4893617021277,804.24,0.0411426749472531,0.15241688775371973,0.15241688775371973
VIM Vimentin,-0.5931299618346593,0.5559988432743965,0.7436614922520024,46.57446808510638,59.08,-0.005766279678367289,-0.15241227277878358,0.15241227277878358
DCT Dopachrome tautomerase (dopachrome delta-isomerase; tyrosine-related protein 2),-0.5931299618346593,0.5559988432743965,0.7436614922520024,46.57446808510638,59.08,-0.005766279678367289,-0.15241227277878358,0.15241227277878358
MAT8 protein,-0.5931299618346593,0.5559988432743965,0.7436614922520024,46.57446808510638,59.08,-0.005766279678367289,-0.15241227277878358,0.15241227277878358
RTS beta protein,-0.5931299618346593,0.5559988432743965,0.7436614922520024,46.57446808510638,59.08,-0.005766279678367289,-0.15241227277878358,0.15241227277878358
ALOX12 Arachidonate 12-lipoxygenase,-0.5931299618346593,0.5559988432743965,0.7436614922520024,46.57446808510638,59.08,-0.005766279678367289,-0.15241227277878358,0.15241227277878358
Guanidinoacetate N-methyltransferase,-0.5931299618346593,0.5559988432743965,0.7436614922520024,46.57446808510638,59.08,-0.005766279678367289,-0.15241227277878358,0.15241227277878358
AHR AH-receptor,0.6002098926462267,0.551210567213025,0.7403127606747655,23.5531914893617,15.0,0.00398660811540412,0.15229064460287015,0.15229064460287015
RhoE,-0.5642925718778631,0.5756770408361785,0.7579986943158986,714.8297872340426,764.72,-0.01886311167059747,-0.15223754485192958,0.15223754485192958
Protein tyrosine kinase t-Ror1 (Ror1) mRNA,0.6882710710074946,0.4936615650171132,0.6932038695207233,14712.468085106382,14264.32,0.03681175088261554,0.15223281194315974,0.15223281194315974
Ubiquitin fusion-degradation protein (UFD1L) mRNA,-0.5956454370432505,0.5542740145622307,0.7426084288318253,-152.14893617021278,-137.8,-0.007062777234468081,-0.1519621782807368,0.1519621782807368
GB DEF = ETS-like 30 kDa protein,-0.5622476715807908,0.5770661217462295,0.7591630156724248,-209.59574468085106,-194.68,-0.00748780499322442,-0.15187384183217764,0.15187384183217764
PMS8 mRNA (yeast mismatch repair gene PMS1 homologue); partial cds (C-terminal region),0.5743493834573224,0.5687543365375474,0.7525333454298766,-2.0425531914893615,-48.6,0.022017887634741218,0.15186833515290374,0.15186833515290374
Transcription Factor Btf3b,0.5743493834573224,0.5687543365375474,0.7525333454298766,-2.0425531914893615,-48.6,0.022017887634741218,0.15186833515290374,0.15186833515290374
OX-2 MEMBRANE GLYCOPROTEIN PRECURSOR,0.633853814783433,0.5287591667774967,0.7228234132227754,14.340425531914894,5.64,0.004067436451826175,0.15172497640949167,0.15172497640949167
PTGS2 Prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),-0.6214446422841537,0.5369675780027368,0.7279798136387654,5.617021276595745,12.4,-0.003172041074324273,-0.1516740490110705,0.1516740490110705
Sodium channel 1 (hBNaC1) mRNA,0.6154498329603222,0.5409577518350854,0.7315037581244924,68.23404255319149,59.8,0.0038750613763006213,0.1516409673288755,0.1516409673288755
P47 LBC oncogene mRNA,0.633196925941194,0.5291872726568962,0.7231313143130177,1298.0212765957447,1192.96,0.03507559346995322,0.15162079669098996,0.15162079669098996
KIAA0112 gene; partial cds,-0.5724599212678027,0.5700340570487332,0.7535273118302279,653.0851063829788,692.64,-0.01522226474780977,-0.15159998980223519,0.15159998980223519
INS Insulin,-0.6208907391403811,0.5373305904568921,0.7279798136387654,445.21276595744683,468.52,-0.009517867160923938,-0.1515674450596386,0.1515674450596386
GB DEF = Brca1-delta11b (Brca1) mRNA,-0.6208907391403811,0.5373305904568921,0.7279798136387654,445.21276595744683,468.52,-0.009517867160923938,-0.1515674450596386,0.1515674450596386
Epidermoid carcinoma mRNA for ubiquitin-conjugating enzyme E2 similar to Drosophila bendless gene product,-0.5587930452941579,0.579430614508696,0.7608695617668988,133.12765957446808,154.48,-0.009567361916431507,-0.1515265115485793,0.1515265115485793
SREBP-1 mRNA,-0.5925296519583242,0.5563509162790454,0.7439488480675678,1109.595744680851,1187.04,-0.026449612915950698,-0.15136966333780183,0.15136966333780183
GB DEF = HLA-B null allele mRNA,-0.5992308223992158,0.5518181630056025,0.7404313352281084,549.1914893617021,587.28,-0.015078773573866099,-0.15127214295145647,0.15127214295145647
PHC Phosphate carrier; mitochondrial,-0.7206416395292703,0.47352982153630285,0.6763762968808461,15.936170212765957,32.76,-0.007828706550740252,-0.1511975892340567,0.1511975892340567
ITGA4 Integrin; alpha 4 (antigen CD49D; alpha 4 subunit of VLA-4 receptor),0.6203036496417463,0.537701341365962,0.7283436942044353,53.765957446808514,42.76,0.0050822407575108275,0.15115997513910115,0.15115997513910115
Alkyl-dihydroxyacetonephosphate synthase precursor,-0.5534670943739968,0.5830896357482237,0.7635135263657077,-97.25531914893617,-82.2,-0.007273375568492032,-0.15108301421641815,0.15108301421641815
BCMA B cell maturation factor,-0.5861192102791999,0.5606705509956627,0.7472462811830396,59.787234042553195,75.0,-0.006982079725836093,-0.15081144519049466,0.15081144519049466
mRNA export protein Rae1 (RAE1) mRNA,0.5819868067196573,0.5634819423777911,0.7493122117536417,908.1063829787234,862.76,0.01651465847206184,0.15079585286227895,0.15079585286227895
H_LUCA14.2b gene extracted from Human cosmid LUCA14,-0.5963944904074828,0.5537070551926895,0.7419882700129105,67.93617021276596,90.32,-0.010235139368791875,-0.15078245721795197,0.15078245721795197
GB DEF = Beaded intermediate filament protein CP115 mRNA; partial cds,-0.5879173181926777,0.5594459447265454,0.7463117776862915,34.255319148936174,41.24,-0.0032362187802421217,-0.15075135574023996,0.15075135574023996
TSC2 Tuberin,-0.5922222632282995,0.5565267508408387,0.7439488480675678,44.0,51.32,-0.0033808201063991873,-0.150746423740911,0.150746423740911
Unknown gene extracted from Human HLA class III region containing NOTCH4 gene; partial sequence; homeobox PBX2 (HPBX) gene; receptor for advanced glycosylation end products (RAGE) gene; and 6 unidentified cds; complete sequence,-0.5922222632282995,0.5565267508408387,0.7439488480675678,44.0,51.32,-0.0033808201063991873,-0.150746423740911,0.150746423740911
TCF6L1 Transcription factor 6-like 1 (mitochondrial transcription factor 1-like),-0.5485314553985264,0.5864820198791494,0.7647759867785725,50.04255319148936,63.16,-0.006041146460274557,-0.15052098747536313,0.15052098747536313
Trithorax Homolog Hrx,0.6617694075763912,0.5105145503969563,0.7075873500615919,-3.404255319148936,-10.96,0.0035520651077694853,0.15049455301014153,0.15049455301014153
CEREBELLIN 1 PRECURSOR,-0.5461535090403975,0.5881253918013061,0.7657696549903061,157.4255319148936,171.36,-0.0062039451500012725,-0.15035841152594817,0.15035841152594817
ELAV-like neuronal protein-2 Hel-N2 mRNA,-0.5703791929586128,0.5713940319048689,0.7544856553898519,164.0212765957447,176.6,-0.005590125716406651,-0.15034350259504933,0.15034350259504933
RIG-G mRNA,-0.6299270291842516,0.5312796442017438,0.7247402570827078,-19.659574468085108,-10.24,-0.004439516882444716,-0.15018753926598985,0.15018753926598985
GB DEF = Putative Rab5-interacting protein {clone L1-94} [human; HeLa cells; mRNA Partial; 369 nt],0.5843435725324114,0.5618410057216789,0.7479672324537534,449.63829787234044,423.08,0.010908823832159882,0.15010212743556922,0.15010212743556922
AMP deaminase (AMPD2) mRNA,0.6019009982823209,0.5499482619932323,0.7393948694905866,-1183.3617021276596,-1289.6,0.08334356764377629,0.14986519755464567,0.14986519755464567
Truncated pancreatic polypeptide receptor PP2 mRNA,-0.5306943571481119,0.5988878692859854,0.773961907904658,330.0851063829787,362.0,-0.013455061349350724,-0.1498490435292925,0.1498490435292925
GB DEF = IrlB mRNA,-0.5764174978794327,0.5672328731241503,0.7524636964744981,92.34042553191489,101.52,-0.004173850325461667,-0.1498452838009291,0.1498452838009291
Annexin V (ANX5) gene; 5'-untranslated region,-0.5977257809530677,0.5527605116088057,0.7411615048497155,8648.617021276596,9235.28,-0.07043996757910007,-0.14984405710113502,0.14984405710113502
INTERFERON-ALPHA INDUCED 11.5 KD PROTEIN,0.5420393739657345,0.5909560580978825,0.7673817373733706,-359.1276595744681,-410.92,0.027767937981280723,0.14974469921141606,0.14974469921141606
GUC1A2 Guanylate cyclase 1; soluble; alpha 2,0.5420393739657345,0.5909560580978825,0.7673817373733706,-359.1276595744681,-410.92,0.027767937981280723,0.14974469921141606,0.14974469921141606
KIAA0057 gene,0.5420393739657345,0.5909560580978825,0.7673817373733706,-359.1276595744681,-410.92,0.027767937981280723,0.14974469921141606,0.14974469921141606
(genomic clones lambda-[SK2-T2; HS578T]; cDNA clones RS-[3;4; 6]) c-Ha-ras1 proto-oncogene; complete coding sequence,0.5420393739657345,0.5909560580978825,0.7673817373733706,-359.1276595744681,-410.92,0.027767937981280723,0.14974469921141606,0.14974469921141606
Semaphorin V mRNA,0.5420393739657345,0.5909560580978825,0.7673817373733706,-359.1276595744681,-410.92,0.027767937981280723,0.14974469921141606,0.14974469921141606
AKT1 V-akt murine thymoma viral oncogene homolog 1,0.5420393739657345,0.5909560580978825,0.7673817373733706,-359.1276595744681,-410.92,0.027767937981280723,0.14974469921141606,0.14974469921141606
Enhancer of filamentation (HEF1) mRNA,0.5739404403249256,0.5689155672392814,0.7525637206714252,190.19148936170214,171.32,0.0083598164645306,0.14962196804738118,0.14962196804738118
CHRNA3 Alpha-3 neuronal nicotinic acetylcholine receptor subunit,0.5222172288314372,0.6048269323373437,0.7782356364907917,18.680851063829788,13.4,0.0024639585656757268,0.14959830291431117,0.14959830291431117
KIAA0221 gene,-0.5434265323213088,0.5899769125730518,0.7669484700461864,52.851063829787236,84.16,-0.014364617792989582,-0.14949535817921106,0.14949535817921106
GB DEF = Pre-mRNA splicing factor SRp20; 5'UTR (sequence from the 5'cap to the start codon),0.6238325089429777,0.5352790572858361,0.7274044790593823,3411.3617021276596,3212.6,0.04489300558984493,0.1494631400907753,0.1494631400907753
ACTA1 Actin; alpha 1; skeletal muscle,-0.6671243483802316,0.5070385268342994,0.7050278248101658,-52.08510638297872,-31.48,-0.00979725400724342,-0.14944503430566797,0.14944503430566797
COL9A3 Collagen; type IX; alpha 3,-0.5515208847322922,0.5843512729400382,0.7643743531723912,124.74468085106383,139.12,-0.00646498558988463,-0.14944437651455195,0.14944437651455195
MEF2A gene (myocyte-specific enhancer factor 2A; C9 form) extracted from Human myocyte-specific enhancer factor 2A (MEF2A) gene; first coding,0.5747530167460161,0.5683402295373898,0.7524840485715645,162.68085106382978,149.76,0.005767203384031225,0.14925598503388487,0.14925598503388487
PACE4 Paired basic amino acid cleaving system 4,-0.6157064235259322,0.5406624544850669,0.7312431489326583,184.61702127659575,215.6,-0.013644030034997052,-0.1490609822677473,0.1490609822677473
Nkat2b mRNA,-0.5940000299832172,0.555234673558704,0.7435066887874291,469.6595744680851,494.44,-0.010047847465761206,-0.14900664198646937,0.14900664198646937
Mitogen induced nuclear orphan receptor (MINOR) mRNA,0.6061739691337449,0.5470178018772351,0.7364853464745627,46.40425531914894,5.56,0.018996452443116034,0.14865854016287885,0.14865854016287885
ORF2: function unknown from  Human Tigger1 transposable element; complete consensus sequence./ntype=DNA /annot=CDS,-0.5631576164481705,0.5762670933933935,0.7583917498249036,104.29787234042553,116.68,-0.00560606266247031,-0.1486251181655563,0.1486251181655563
DARC gene,0.5569163680940072,0.5805563492657497,0.761506203112333,-433.0425531914894,-465.76,0.017970734606053015,0.14830471252143912,0.14830471252143912
Leucine zipper on the D14S46E locus mRNA,0.5855550915898435,0.5609222890187624,0.7474170382070964,129.93617021276594,118.48,0.005164594664788534,0.14826823606427614,0.14826823606427614
Preferentially expressed antigen of melanoma (PRAME) mRNA,-0.6269215790629888,0.5331766464992179,0.7260776146882377,566.8723404255319,616.08,-0.019357374988914686,-0.148168667939465,0.148168667939465
Cytoplasmic dynein light chain 1 (hdlc1) mRNA,0.5768393555186865,0.5668495501778925,0.7524636964744981,587.5531914893617,551.36,0.01432362872056705,0.1480276941014981,0.1480276941014981
S100 alpha protein,-0.6768949937468488,0.5007673717073191,0.7006811762318897,222.5531914893617,246.84,-0.010583457081964814,-0.14801073374677784,0.14801073374677784
Class I histocompatibility antigen-like protein mRNA,0.590894462336101,0.5572838685221627,0.7445572640149766,-20.80851063829787,-27.72,0.00326737847640701,0.14796542665987733,0.14796542665987733
HMGCL 3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (hydroxymethylglutaricaciduria),-0.6040418693533014,0.5484149995818963,0.7379483827896072,504.4468085106383,557.08,-0.02105349960814711,-0.14795771061843097,0.14795771061843097
Proteasome subunit p27,0.6447220997592515,0.5214722897427524,0.7168484291508064,675.4893617021277,635.8,0.015344490160895499,0.14779686170569475,0.14779686170569475
Thyroid receptor interactor (TRIP1) mRNA,-0.6260827352120563,0.5337147468384835,0.7261618196555846,1063.3829787234042,1184.04,-0.04145124288245309,-0.14778234807690813,0.14778234807690813
KIAA0223 gene; partial cds,-0.524246363030903,0.6033058676382275,0.7771400748048556,250.87234042553192,273.44,-0.009753400649877633,-0.14777897757020877,0.14777897757020877
ANT1 Adenine nucleotide translocator 1 (skeletal muscle),0.5894378407239866,0.5582445022006151,0.7454064536782515,-91.46808510638297,-106.8,0.007430407278738918,0.14744019901437141,0.14744019901437141
GB DEF = XG mRNA (clone RACE6),-0.5304039649517818,0.5989546704881468,0.773961907904658,-158.2340425531915,-130.48,-0.01365818379193873,-0.1472284744042528,0.1472284744042528
Spliceosomal Protein Sap 49,0.4328202257526973,0.6688665662547877,0.8188819767869452,13.53191489361702,-14.6,0.013196718045411357,0.1471995922433674,0.1471995922433674
GB DEF = (clone F4) transmembrane protein mRNA sequence,-0.5458619280679633,0.5881510167815711,0.7657696549903061,39.851063829787236,49.64,-0.004525348544024586,-0.14700413378552854,0.14700413378552854
SNT1 Syntrophin; alpha (dystrophin-associated protein A1; 59kD; acidic component),0.5240817433802867,0.6033763941709742,0.7771400748048556,4.23404255319149,-17.16,0.010055328809737364,0.14690903678552364,0.14690903678552364
Amyloid Beta (A4) Precursor Protein; Alt. Splice 2; A4(751),-0.5265305925794518,0.601654758155703,0.7760442863926192,570.9574468085107,609.92,-0.015331392533666931,-0.14689396138759384,0.14689396138759384
Cdk-inhibitor p57KIP2 (KIP2) mRNA,0.7665717169584837,0.44640179681450776,0.6535065168349891,139.40425531914894,113.12,0.011841746923558294,0.14688200430388632,0.14688200430388632
GB DEF = Involucrin gene; exon 2,0.5076129942300942,0.61499852434907,0.7852990292109117,625.7446808510638,569.88,0.02193831464654323,0.1468321682145844,0.1468321682145844
AFFX-TrpnX-M_at (endogenous control),-0.7675036792273882,0.44589515012692005,0.6531305784373974,-690.936170212766,-607.6,-0.04954832311622302,-0.14653200919403403,0.14653200919403403
Ahnak-Related Sequence,-0.5094759181162956,0.6136573064254321,0.7845701107437062,219.59574468085106,249.48,-0.013023309620696085,-0.1464100589758137,0.1464100589758137
Palmitoyl protein thioesterase mRNA,0.7941880748171782,0.43088838973611576,0.6408936637656518,40.829787234042556,-5.8,0.021746731110391614,0.1463700765636896,0.1463700765636896
LGALS1 Ubiquinol-cytochrome c reductase core protein II,-0.5485999513842675,0.5862088134401156,0.7646644523991247,407.93617021276594,448.8,-0.01682320783420117,-0.14625025443043208,0.14625025443043208
GJA1P1 gene extracted from Human Hanukah factor serine protease (HuHF) mRNA,-0.55899980393398,0.5790042781740798,0.7607300956695567,-13.446808510638299,-6.24,-0.0033909656478342026,-0.14616156156148868,0.14616156156148868
Gal Beta 1;3(4)Glcnac Alpha2;3-Sialyltransferase,0.5595408504366802,0.5786199030666053,0.7606220398986759,-820.2127659574468,-889.36,0.04491527891623626,0.14595275072443606,0.14595275072443606
CYP21 Cytochrome P450; subfamily XXI (steroid 21-hydroxylase; congenital adrenal hyperplasia),-0.7724844802467334,0.44310821646411447,0.6505186316253443,9.127659574468085,54.4,-0.021016827427845938,-0.14589028214536126,0.14589028214536126
Olfactory Receptor Or17-210,0.5528083763935764,0.5832647867285234,0.7635135263657077,-49.5531914893617,-56.36,0.0032484326940972618,0.14576594357715572,0.14576594357715572
Fc Receptor Iib3 For Igg; Low Affinity,0.5528083763935764,0.5832647867285234,0.7635135263657077,-49.5531914893617,-56.36,0.0032484326940972618,0.14576594357715572,0.14576594357715572
Cellular co-factor (RAB) gene,-0.5212366516218873,0.6053186427747848,0.7782356364907917,274.1063829787234,292.28,-0.007805163207276186,-0.14576099685974708,0.14576099685974708
Putative calcium influx channel (htrp3) mRNA,-0.5212366516218873,0.6053186427747848,0.7782356364907917,274.1063829787234,292.28,-0.007805163207276186,-0.14576099685974708,0.14576099685974708
Pur (pur-alpha) mRNA,-0.5212366516218873,0.6053186427747848,0.7782356364907917,274.1063829787234,292.28,-0.007805163207276186,-0.14576099685974708,0.14576099685974708
CAB3b mRNA for calcium channel beta3 subunit,0.563554257300618,0.5758275667762638,0.7579986943158986,-169.14893617021278,-178.68,0.004738120475215897,0.14545452614605117,0.14545452614605117
ICAM2 Intercellular adhesion molecule 2,0.563554257300618,0.5758275667762638,0.7579986943158986,-169.14893617021278,-178.68,0.004738120475215897,0.14545452614605117,0.14545452614605117
KERATIN; TYPE II CYTOSKELETAL 6D,-0.5215825577793235,0.6050442769069426,0.7782356364907917,83.02127659574468,110.88,-0.012667042410488405,-0.1451700733207851,0.1451700733207851
POM121-like 1 gene extracted from Human (lambda) DNA for immunoglobin light chain,0.70748834216647,0.481637209132869,0.6838461788305562,782.0,742.64,0.014794226226842282,0.14511165736928225,0.14511165736928225
SNCB Synuclein; beta,0.5981809084974793,0.5522204750055737,0.7408317211732659,821.8297872340426,775.16,0.01737802902143933,0.14508408348408905,0.14508408348408905
Grb14 mRNA,-0.5313329149957613,0.598190432905173,0.7736579315415234,115.34042553191489,127.96,-0.0056936249819144235,-0.14507068772350287,0.14507068772350287
Hyaluronoglucosaminidase 1 (HYAL1) mRNA,-0.6087033683651921,0.5451439383532588,0.7345361047010108,76.34042553191489,113.48,-0.01689789015361589,-0.14479266840861008,0.14479266840861008
